antecedents,consequents,support,confidence,lift,leverage,conviction
"dispo, note_haute, score_faible","peu_images, prix_budget",0.0855,0.9391,4.9468,0.0682,13.3002
"dispo, note_haute, peu_images, score_faible",prix_budget,0.0855,0.9391,2.5038,0.0513,10.2595
"dispo, note_haute, score_faible","peu_variants, prix_budget",0.0855,0.9391,4.3723,0.0659,12.8907
"dispo, note_haute, peu_variants, score_faible",prix_budget,0.0855,0.9391,2.5038,0.0513,10.2595
"dispo, note_haute, score_faible","prix_budget, sans_promo",0.0855,0.9391,5.5248,0.07,13.6262
"dispo, note_haute, sans_promo, score_faible",prix_budget,0.0855,0.9391,2.5038,0.0513,10.2595
"dispo, note_haute, peu_images, sans_promo, score_faible",prix_budget,0.0855,0.9391,2.5038,0.0513,10.2595
"dispo, note_haute, peu_images, score_faible","prix_budget, sans_promo",0.0855,0.9391,5.5248,0.07,13.6262
"dispo, note_haute, peu_images, peu_variants, score_faible",prix_budget,0.0855,0.9391,2.5038,0.0513,10.2595
"dispo, note_haute, peu_variants, sans_promo, score_faible","peu_images, prix_budget",0.0855,0.9391,4.9468,0.0682,13.3002
"dispo, note_haute, peu_images, peu_variants, sans_promo, score_faible",prix_budget,0.0855,0.9391,2.5038,0.0513,10.2595
"dispo, note_haute, score_faible",prix_budget,0.0855,0.9391,2.5038,0.0513,10.2595
"dispo, note_haute, score_faible","peu_images, peu_variants, prix_budget",0.0855,0.9391,6.2558,0.0718,13.9523
"dispo, note_haute, score_faible","peu_images, peu_variants, prix_budget, sans_promo",0.0855,0.9391,8.1981,0.075,14.5361
"dispo, note_haute, score_faible","peu_variants, prix_budget, sans_promo",0.0855,0.9391,7.1589,0.0735,14.2632
"dispo, note_haute, peu_variants, score_faible","peu_images, prix_budget",0.0855,0.9391,4.9468,0.0682,13.3002
"dispo, note_haute, sans_promo, score_faible","peu_variants, prix_budget",0.0855,0.9391,4.3723,0.0659,12.8907
"dispo, note_haute, sans_promo, score_faible","peu_images, prix_budget",0.0855,0.9391,4.9468,0.0682,13.3002
"bcp_images, bcp_variants, dispo, prix_budget",note_haute,0.0924,0.939,1.2948,0.021,4.5029
"prix_budget, score_excellent",bcp_variants,0.0988,0.9386,1.6089,0.0374,6.7851
"prix_budget, score_excellent","bcp_variants, dispo",0.0988,0.9386,2.3118,0.0561,9.6736
"dispo, prix_budget, score_excellent",bcp_variants,0.0988,0.9386,1.6089,0.0374,6.7851
"bcp_variants, dispo, prix_mid, sans_promo, score_bon",bcp_images,0.0564,0.9385,1.2778,0.0123,4.3158
"bcp_variants, sans_promo",bcp_images,0.3381,0.9385,1.2778,0.0735,4.3158
"dispo, en_promo, note_haute, peu_variants, prix_budget",score_bon,0.0633,0.9384,2.0604,0.0326,8.8342
"bcp_images, bcp_variants, note_moyenne, score_bon",prix_mid,0.0702,0.9383,3.3466,0.0492,11.658
"bcp_images, bcp_variants, dispo, en_promo, prix_budget",note_haute,0.0697,0.9379,1.2933,0.0158,4.4247
"note_moyenne, prix_mid, sans_promo, score_bon",dispo,0.0697,0.9379,1.2573,0.0143,4.0901
"bcp_variants, prix_premium, sans_promo, score_bon","bcp_images, note_haute",0.0767,0.9379,1.903,0.0364,8.1607
"bcp_images, prix_premium, sans_promo",note_haute,0.2568,0.9376,1.2929,0.0582,4.4047
"bcp_variants, note_haute, sans_promo",bcp_images,0.2411,0.9372,1.2761,0.0522,4.2267
"bcp_variants, note_moyenne, sans_promo, score_bon",bcp_images,0.055,0.937,1.2759,0.0119,4.2162
"peu_variants, prix_budget, score_faible",peu_images,0.0956,0.9367,3.5267,0.0685,11.5932
"en_promo, prix_budget, score_excellent","dispo, note_haute",0.0947,0.9361,1.7638,0.041,7.3409
"dispo, en_promo, prix_budget, score_excellent",bcp_variants,0.0947,0.9361,1.6046,0.0357,6.5173
"dispo, en_promo, prix_budget, score_excellent",note_haute,0.0947,0.9361,1.2908,0.0213,4.2991
"en_promo, prix_budget, score_excellent",bcp_variants,0.0947,0.9361,1.6046,0.0357,6.5173
"note_haute, peu_variants, prix_budget, score_faible",peu_images,0.0947,0.9361,3.5245,0.0678,11.4883
"en_promo, prix_budget, score_excellent","bcp_variants, dispo",0.0947,0.9361,2.3056,0.0536,9.2918
"en_promo, prix_budget, score_excellent",note_haute,0.0947,0.9361,1.2908,0.0213,4.2991
"prix_budget, score_faible",sans_promo,0.1012,0.9359,1.4556,0.0317,5.5699
"prix_budget, score_faible","note_haute, peu_variants",0.1012,0.9359,2.8418,0.0656,10.4624
"bcp_variants, dispo, note_moyenne, score_bon",bcp_images,0.0605,0.9357,1.2741,0.013,4.1314
prix_premium,note_haute,0.3224,0.9357,1.2903,0.0725,4.2713
"indispo, prix_premium, sans_promo",bcp_images,0.1141,0.9356,1.274,0.0245,4.1244
"indispo, prix_premium, sans_promo","bcp_images, note_haute",0.1141,0.9356,1.8984,0.054,7.8759
"indispo, note_haute, prix_premium, sans_promo",bcp_images,0.1141,0.9356,1.274,0.0245,4.1244
"bcp_variants, dispo, note_moyenne, prix_mid, sans_promo",bcp_images,0.0536,0.9355,1.2738,0.0115,4.1166
"bcp_images, bcp_variants, indispo, note_haute, sans_promo",prix_premium,0.1002,0.9353,2.7145,0.0633,10.1373
"note_haute, prix_budget, score_faible",sans_promo,0.1002,0.9353,1.4548,0.0313,5.5223
"en_promo, note_moyenne, score_excellent","bcp_images, dispo",0.06,0.9353,1.7684,0.0261,7.2764
"en_promo, note_moyenne, score_excellent","bcp_images, bcp_variants, dispo",0.06,0.9353,2.5469,0.0365,9.7732
"dispo, en_promo, note_moyenne, score_excellent","bcp_images, bcp_variants",0.06,0.9353,1.7622,0.026,7.2478
"en_promo, note_moyenne, score_excellent",bcp_images,0.06,0.9353,1.2735,0.0129,4.1019
"en_promo, note_moyenne, score_excellent","bcp_images, bcp_variants",0.06,0.9353,1.7622,0.026,7.2478
"dispo, en_promo, note_moyenne, score_excellent",bcp_images,0.06,0.9353,1.2735,0.0129,4.1019
"dispo, en_promo, note_haute, peu_variants",score_bon,0.0665,0.9351,2.0532,0.0341,8.3864
"bcp_images, note_moyenne, sans_promo, score_bon",dispo,0.0661,0.9346,1.2529,0.0133,3.8868
"bcp_variants, note_moyenne, prix_mid, sans_promo",bcp_images,0.0785,0.9341,1.2719,0.0168,4.0281
"bcp_images, bcp_variants, note_haute, sans_promo, score_faible",prix_premium,0.085,0.934,2.7106,0.0536,9.9322
"bcp_images, bcp_variants, note_haute, score_faible","indispo, prix_premium, sans_promo",0.085,0.934,7.6596,0.0739,13.306
"bcp_images, bcp_variants, indispo, note_haute, score_faible","prix_premium, sans_promo",0.085,0.934,3.0825,0.0574,10.5622
"bcp_images, bcp_variants, note_haute, score_faible",prix_premium,0.085,0.934,2.7106,0.0536,9.9322
"bcp_images, bcp_variants, indispo, note_haute, sans_promo, score_faible",prix_premium,0.085,0.934,2.7106,0.0536,9.9322
"bcp_images, bcp_variants, note_haute, sans_promo, score_faible","indispo, prix_premium",0.085,0.934,6.8315,0.0725,13.082
"bcp_images, bcp_variants, indispo, note_haute, score_faible",prix_premium,0.085,0.934,2.7106,0.0536,9.9322
"bcp_images, bcp_variants, note_haute, score_faible","prix_premium, sans_promo",0.085,0.934,3.0825,0.0574,10.5622
"bcp_images, bcp_variants, note_haute, score_faible","indispo, prix_premium",0.085,0.934,6.8315,0.0725,13.082
"dispo, en_promo, peu_variants",score_bon,0.0979,0.9339,2.0506,0.0502,8.2412
"bcp_images, dispo, prix_budget, score_excellent","en_promo, note_haute",0.0711,0.9333,3.9855,0.0533,11.4873
"bcp_images, prix_budget, score_excellent","en_promo, note_haute",0.0711,0.9333,3.9855,0.0533,11.4873
"bcp_images, prix_budget, score_excellent","dispo, en_promo, note_haute",0.0711,0.9333,5.0771,0.0571,12.2425
"bcp_variants, dispo, en_promo, prix_budget","note_haute, score_excellent",0.0905,0.9333,5.8401,0.075,12.6028
"dispo, peu_images, prix_budget, score_bon",note_haute,0.0517,0.9333,1.287,0.0115,4.1224
"bcp_variants, note_moyenne, prix_mid, sans_promo, score_bon",bcp_images,0.0517,0.9333,1.2709,0.011,3.9838
"bcp_variants, dispo, sans_promo",bcp_images,0.206,0.9331,1.2705,0.0439,3.9672
"en_promo, prix_mid","bcp_images, note_moyenne",0.103,0.9331,3.8625,0.0763,11.329
"bcp_variants, dispo, en_promo",score_excellent,0.1727,0.9327,3.7884,0.1271,11.1955
"note_moyenne, score_bon",prix_mid,0.121,0.9324,3.3256,0.0846,10.643
"note_haute, peu_variants, prix_budget, sans_promo",dispo,0.121,0.9324,1.2499,0.0242,3.7571
"dispo, en_promo, prix_budget",note_haute,0.1589,0.9322,1.2856,0.0353,4.0564
"peu_variants, prix_budget, score_faible",sans_promo,0.0952,0.9321,1.4498,0.0295,5.2604
"bcp_variants, dispo, note_moyenne, sans_promo, score_bon",bcp_images,0.0503,0.9316,1.2685,0.0107,3.8842
"bcp_variants, sans_promo, score_bon",bcp_images,0.1635,0.9316,1.2685,0.0346,3.8817
"note_haute, peu_variants, prix_budget, score_faible",sans_promo,0.0942,0.9315,1.4488,0.0292,5.2128
"prix_budget, sans_promo, score_faible","note_haute, peu_variants",0.0942,0.9315,2.8285,0.0609,9.7918
"prix_budget, sans_promo, score_faible","peu_images, peu_variants",0.0942,0.9315,4.3746,0.0727,11.4912
"bcp_images, note_moyenne, prix_mid, sans_promo, score_bon",dispo,0.0628,0.9315,1.2487,0.0125,3.709
"note_moyenne, prix_mid, score_bon",bcp_images,0.1127,0.9313,1.2681,0.0238,3.8658
"bcp_images, bcp_variants, dispo, prix_budget, score_excellent","en_promo, note_haute",0.0688,0.9312,3.9766,0.0515,11.1392
"bcp_images, bcp_variants, prix_budget, score_excellent","dispo, en_promo, note_haute",0.0688,0.9312,5.0657,0.0552,11.8715
"bcp_images, bcp_variants, prix_budget, score_excellent","en_promo, note_haute",0.0688,0.9312,3.9766,0.0515,11.1392
"bcp_variants, dispo, prix_premium, score_bon","bcp_images, note_haute",0.0624,0.931,1.8891,0.0293,7.3538
"note_haute, prix_budget, sans_promo, score_faible","peu_images, peu_variants",0.0933,0.9309,4.3717,0.072,11.3862
"bcp_variants, dispo, note_moyenne, prix_mid, score_bon",bcp_images,0.0559,0.9308,1.2674,0.0118,3.8363
"sans_promo, score_bon",dispo,0.285,0.9306,1.2475,0.0565,3.6615
"note_haute, peu_images, peu_variants, prix_budget, sans_promo",dispo,0.1053,0.9306,1.2475,0.0209,3.6612
"dispo, note_haute, peu_images, prix_budget, sans_promo",peu_variants,0.1053,0.9306,2.2337,0.0582,8.4074
"peu_variants, prix_budget, score_bon","dispo, note_haute",0.0988,0.9304,1.7532,0.0425,6.746
"indispo, prix_premium, sans_promo, score_faible",bcp_images,0.0988,0.9304,1.2669,0.0208,3.8178
"indispo, prix_premium, sans_promo, score_faible","bcp_images, note_haute",0.0988,0.9304,1.8879,0.0465,7.2904
"indispo, note_haute, prix_premium, sans_promo, score_faible",bcp_images,0.0988,0.9304,1.2669,0.0208,3.8178
"bcp_variants, dispo, prix_premium, sans_promo, score_bon","bcp_images, note_haute",0.0614,0.9301,1.8872,0.0289,7.2524
"peu_variants, prix_budget, sans_promo",dispo,0.1219,0.9296,1.2462,0.0241,3.6074
"peu_images, peu_variants, prix_budget",dispo,0.1395,0.9292,1.2457,0.0275,3.5897
"note_haute, peu_images, peu_variants, prix_budget",dispo,0.133,0.929,1.2454,0.0262,3.5797
"note_haute, prix_budget, score_excellent","bcp_variants, en_promo",0.0905,0.9289,4.1637,0.0688,10.9285
"dispo, note_haute, prix_budget, score_excellent","bcp_variants, en_promo",0.0905,0.9289,4.1637,0.0688,10.9285
"note_haute, prix_budget, score_excellent","bcp_variants, dispo, en_promo",0.0905,0.9289,5.0152,0.0725,11.4612
"bcp_variants, note_haute, sans_promo, score_bon",bcp_images,0.1085,0.9289,1.2648,0.0227,3.733
"bcp_variants, dispo, note_moyenne, score_bon",prix_mid,0.06,0.9286,3.312,0.0419,10.0748
"en_promo, peu_variants, prix_budget",note_haute,0.0776,0.9282,1.2799,0.017,3.8264
"bcp_variants, dispo, score_bon",bcp_images,0.1547,0.928,1.2636,0.0323,3.6876
"peu_variants, prix_budget, score_faible","note_haute, peu_images",0.0947,0.9276,3.9926,0.071,10.6034
"peu_images, peu_variants, prix_budget, sans_promo",dispo,0.1062,0.9274,1.2433,0.0208,3.5001
"dispo, peu_images, prix_budget, sans_promo",peu_variants,0.1062,0.9274,2.226,0.0585,8.0376
"prix_budget, score_faible","note_haute, sans_promo",0.1002,0.9274,1.8887,0.0472,7.0063
"note_haute, sans_promo, score_bon",dispo,0.2115,0.9271,1.2429,0.0413,3.486
"bcp_images, en_promo, note_haute, score_bon",prix_budget,0.0587,0.927,2.4716,0.0349,8.5617
"dispo, en_promo, prix_budget, score_bon",note_haute,0.0642,0.9267,1.2779,0.014,3.7476
"bcp_variants, dispo, note_haute, sans_promo",bcp_images,0.1339,0.9265,1.2616,0.0278,3.6143
"bcp_images, prix_premium",note_haute,0.279,0.9264,1.2775,0.0606,3.7331
"dispo, en_promo, note_haute, score_bon","peu_variants, prix_budget",0.0633,0.9257,4.3099,0.0486,10.5648
"bcp_images, bcp_variants, dispo, en_promo",score_excellent,0.1492,0.9255,3.7593,0.1095,10.1185
"bcp_images, bcp_variants, dispo, en_promo, prix_budget","note_haute, score_excellent",0.0688,0.9255,5.7908,0.0569,11.2725
"bcp_images, en_promo, prix_budget, score_excellent","bcp_variants, note_haute",0.0688,0.9255,2.338,0.0394,8.1058
"bcp_images, en_promo, prix_budget, score_excellent","bcp_variants, dispo, note_haute",0.0688,0.9255,3.5972,0.0497,9.9649
"bcp_images, dispo, en_promo, prix_budget, score_excellent","bcp_variants, note_haute",0.0688,0.9255,2.338,0.0394,8.1058
"dispo, prix_budget, score_excellent",note_haute,0.0975,0.9254,1.2762,0.0211,3.6859
"prix_budget, score_excellent",note_haute,0.0975,0.9254,1.2762,0.0211,3.6859
"prix_budget, score_excellent","dispo, note_haute",0.0975,0.9254,1.7438,0.0416,6.2939
"bcp_variants, dispo, score_bon",sans_promo,0.1543,0.9252,1.439,0.0471,4.7738
"bcp_variants, dispo, sans_promo, score_bon",bcp_images,0.1427,0.9251,1.2597,0.0294,3.5483
"bcp_variants, prix_premium, sans_promo",note_haute,0.2083,0.9242,1.2744,0.0449,3.6247
"dispo, note_haute, peu_images, sans_promo",peu_variants,0.1293,0.9241,2.218,0.071,7.6853
"dispo, note_moyenne, score_bon",prix_mid,0.1067,0.924,3.2957,0.0743,9.4688
"bcp_images, bcp_variants, dispo, note_moyenne, score_bon",prix_mid,0.0559,0.9237,3.2945,0.0389,9.4272
"bcp_variants, indispo, score_faible","bcp_images, sans_promo",0.1113,0.9234,2.0091,0.0559,7.0524
"bcp_variants, score_faible","bcp_images, indispo, sans_promo",0.1113,0.9234,5.7117,0.0918,10.9403
"bcp_variants, score_faible","bcp_images, sans_promo",0.1113,0.9234,2.0091,0.0559,7.0524
"bcp_variants, dispo, note_haute, score_bon",bcp_images,0.0942,0.9231,1.2569,0.0193,3.4527
"peu_variants, prix_budget, score_faible","peu_images, sans_promo",0.0942,0.9231,5.0339,0.0755,10.6162
"peu_variants, prix_budget, score_faible","note_haute, sans_promo",0.0942,0.9231,1.88,0.0441,6.6171
"peu_variants, prix_budget, sans_promo","dispo, note_haute",0.121,0.9225,1.7383,0.0514,6.058
"bcp_images, bcp_variants, dispo, score_bon",sans_promo,0.1427,0.9224,1.4346,0.0432,4.6004
"note_haute, peu_variants, prix_budget, score_faible","peu_images, sans_promo",0.0933,0.9224,5.0301,0.0748,10.5201
"prix_budget, sans_promo, score_faible","note_haute, peu_images, peu_variants",0.0933,0.9224,4.9065,0.0743,10.4606
"bcp_images, bcp_variants, prix_premium, sans_promo",note_haute,0.2023,0.9221,1.2716,0.0432,3.5282
"dispo, note_moyenne, prix_mid, score_bon",bcp_images,0.0984,0.9221,1.2555,0.02,3.4084
"bcp_variants, prix_mid, sans_promo, score_bon",dispo,0.06,0.922,1.236,0.0115,3.2564
"bcp_variants, indispo",bcp_images,0.1635,0.9219,1.2553,0.0332,3.3995
"bcp_variants, dispo, note_haute, sans_promo, score_bon",bcp_images,0.0924,0.9217,1.255,0.0188,3.3902
"bcp_variants, note_moyenne, sans_promo, score_bon",dispo,0.054,0.9213,1.235,0.0103,3.2263
"en_promo, note_moyenne",bcp_images,0.1132,0.9211,1.2541,0.0229,3.3641
"bcp_images, note_haute, prix_premium",sans_promo,0.2568,0.9205,1.4317,0.0774,4.4928
"bcp_images, score_faible",sans_promo,0.1441,0.9204,1.4314,0.0434,4.4829
"peu_images, peu_variants, prix_budget, sans_promo","dispo, note_haute",0.1053,0.9194,1.7323,0.0445,5.8191
"dispo, peu_images, prix_budget, sans_promo","note_haute, peu_variants",0.1053,0.9194,2.7916,0.0676,8.3163
"bcp_variants, prix_mid",note_moyenne,0.158,0.9194,3.3452,0.1107,8.9921
"bcp_images, indispo, score_faible",sans_promo,0.1409,0.9187,1.4288,0.0423,4.3903
"dispo, en_promo, peu_variants, prix_budget",note_haute,0.0674,0.9182,1.2662,0.0142,3.3613
"bcp_images, indispo, note_haute, sans_promo",prix_premium,0.1141,0.9182,2.6648,0.0713,8.0141
"bcp_variants, dispo, prix_mid",note_moyenne,0.1192,0.9181,3.3408,0.0835,8.8597
"bcp_variants, indispo, note_haute, sans_promo",prix_premium,0.1035,0.918,2.6643,0.0646,7.9962
"note_haute, peu_images, prix_budget, sans_promo",peu_variants,0.1132,0.9176,2.2025,0.0618,7.08
"note_haute, peu_images, prix_budget, sans_promo",dispo,0.1132,0.9176,1.2301,0.0212,3.0831
"bcp_images, sans_promo, score_bon",dispo,0.2314,0.9176,1.2301,0.0433,3.0824
"dispo, en_promo, note_moyenne",bcp_images,0.0975,0.9174,1.2492,0.0194,3.215
"bcp_images, bcp_variants, prix_mid, sans_promo, score_bon",dispo,0.0564,0.9173,1.2297,0.0105,3.0716
"bcp_variants, dispo, prix_premium, score_bon","bcp_images, note_haute, sans_promo",0.0614,0.9172,2.7696,0.0393,8.0816
"bcp_variants, prix_premium, score_bon","bcp_images, note_haute, sans_promo",0.0767,0.9171,2.7693,0.049,8.0705
"bcp_variants, note_moyenne, prix_mid, sans_promo, score_bon",dispo,0.0508,0.9167,1.2288,0.0095,3.0485
"bcp_images, bcp_variants, note_moyenne, sans_promo, score_bon",dispo,0.0503,0.916,1.2279,0.0093,3.0231
"bcp_images, bcp_variants, prix_mid",note_moyenne,0.151,0.916,3.3329,0.1057,8.6296
"bcp_variants, prix_budget, score_excellent","en_promo, note_haute",0.0905,0.9159,3.911,0.0674,9.1047
"bcp_variants, dispo, prix_budget, score_excellent","en_promo, note_haute",0.0905,0.9159,3.911,0.0674,9.1047
"bcp_variants, prix_budget, score_excellent","dispo, en_promo, note_haute",0.0905,0.9159,4.9822,0.0724,9.7033
"note_haute, peu_images, peu_variants, prix_budget, sans_promo, score_faible",dispo,0.0855,0.9158,1.2277,0.0159,3.0186
"peu_images, score_bon",dispo,0.085,0.9154,1.2272,0.0157,3.0037
"note_moyenne, peu_variants",prix_mid,0.0799,0.9153,3.2648,0.0554,8.5006
"bcp_variants, score_bon",bcp_images,0.2046,0.9153,1.2463,0.0404,3.1352
"bcp_images, prix_budget, score_excellent","bcp_variants, note_haute",0.0697,0.9152,2.3119,0.0396,7.1204
"bcp_images, dispo, prix_budget, score_excellent","bcp_variants, note_haute",0.0697,0.9152,2.3119,0.0396,7.1204
"bcp_images, prix_budget, score_excellent","bcp_variants, dispo, note_haute",0.0697,0.9152,3.5571,0.0501,8.7535
"peu_images, prix_budget, sans_promo",peu_variants,0.1145,0.9151,2.1965,0.0624,6.8736
"peu_images, prix_budget, sans_promo",dispo,0.1145,0.9151,1.2268,0.0212,2.9933
"bcp_images, bcp_variants, dispo, prix_mid",note_moyenne,0.1141,0.9148,3.3287,0.0798,8.5129
"bcp_images, note_haute, sans_promo, score_faible",prix_premium,0.0988,0.9145,2.6541,0.0616,7.6685
"bcp_images, note_haute, sans_promo, score_faible","indispo, prix_premium",0.0988,0.9145,6.689,0.0841,10.1004
"bcp_images, indispo, note_haute, sans_promo, score_faible",prix_premium,0.0988,0.9145,2.6541,0.0616,7.6685
"peu_variants, prix_budget, score_faible","note_haute, peu_images, sans_promo",0.0933,0.914,5.7193,0.077,9.7727
"bcp_variants, note_haute, score_faible",prix_premium,0.0878,0.9135,2.651,0.0547,7.5738
"bcp_variants, note_haute, score_faible","prix_premium, sans_promo",0.0878,0.9135,3.0147,0.0586,8.0542
"bcp_variants, indispo, note_haute, sans_promo, score_faible",prix_premium,0.0878,0.9135,2.651,0.0547,7.5738
"bcp_variants, indispo, note_haute, score_faible","prix_premium, sans_promo",0.0878,0.9135,3.0147,0.0586,8.0542
"bcp_variants, note_haute, sans_promo, score_faible","indispo, prix_premium",0.0878,0.9135,6.6812,0.0746,9.9757
"bcp_variants, note_haute, score_faible","indispo, prix_premium, sans_promo",0.0878,0.9135,7.4911,0.076,10.1465
"bcp_variants, note_haute, sans_promo, score_faible",prix_premium,0.0878,0.9135,2.651,0.0547,7.5738
"bcp_variants, indispo, note_haute, score_faible",prix_premium,0.0878,0.9135,2.651,0.0547,7.5738
"bcp_variants, note_haute, score_faible","indispo, prix_premium",0.0878,0.9135,6.6812,0.0746,9.9757
"bcp_variants, indispo, note_haute",bcp_images,0.1266,0.9133,1.2436,0.0248,3.0645
"dispo, en_promo, prix_budget, score_bon","note_haute, peu_variants",0.0633,0.9133,2.7733,0.0405,7.7385
"dispo, en_promo, peu_variants, prix_budget",score_bon,0.067,0.9119,2.0024,0.0335,6.1848
"bcp_variants, prix_premium",note_haute,0.2291,0.9118,1.2573,0.0469,3.1147
"peu_images, peu_variants, prix_budget, sans_promo, score_faible",dispo,0.0859,0.9118,1.2223,0.0156,2.8791
"note_haute, score_faible",sans_promo,0.2185,0.9114,1.4175,0.0643,4.0284
"bcp_images, note_haute, sans_promo, score_bon",dispo,0.1654,0.9109,1.2212,0.0299,2.8525
"prix_mid, score_bon",bcp_images,0.1409,0.9104,1.2397,0.0272,2.9657
