antecedents,consequents,support,confidence,lift,leverage,conviction
"bcp_images, bcp_variants, indispo, sans_promo, score_faible",prix_premium,0.085,0.7635,2.2157,0.0466,2.7712
"bcp_images, bcp_variants, sans_promo, score_faible","note_haute, prix_premium",0.085,0.7635,2.3681,0.0491,2.8649
"bcp_images, bcp_variants, sans_promo, score_faible","indispo, note_haute, prix_premium",0.085,0.7635,5.5843,0.0698,3.65
"peu_images, sans_promo","dispo, note_haute",0.14,0.7632,1.4381,0.0426,1.982
"note_haute, prix_premium, score_bon","bcp_images, dispo",0.1039,0.7627,1.4422,0.0319,1.9855
"bcp_variants, note_moyenne, sans_promo","bcp_images, prix_mid",0.0785,0.7623,3.0735,0.053,3.1639
"note_haute, peu_variants, sans_promo, score_faible","peu_images, prix_budget",0.0933,0.7623,4.0153,0.0701,3.4078
"bcp_images, dispo, note_moyenne, sans_promo, score_bon",bcp_variants,0.0503,0.7622,1.3066,0.0118,1.7523
"bcp_images, bcp_variants, dispo, note_haute, sans_promo",prix_premium,0.1021,0.7621,2.2116,0.0559,2.7547
"peu_variants, prix_premium, sans_promo","dispo, note_haute",0.0591,0.7619,1.4356,0.0179,1.971
"note_haute, peu_images, peu_variants",prix_budget,0.1432,0.7617,2.0308,0.0727,2.6222
"bcp_variants, en_promo, prix_budget, score_excellent","bcp_images, dispo",0.0721,0.761,1.4389,0.022,1.9711
"bcp_variants, prix_budget","dispo, note_haute",0.1219,0.7608,1.4335,0.0369,1.9619
"note_haute, prix_premium, sans_promo, score_faible","bcp_images, bcp_variants, indispo",0.085,0.7603,4.65,0.0667,3.4902
"prix_premium, sans_promo, score_faible","bcp_images, bcp_variants, indispo",0.085,0.7603,4.65,0.0667,3.4902
"note_haute, prix_premium, sans_promo, score_faible","bcp_images, bcp_variants",0.085,0.7603,1.4327,0.0257,1.958
"prix_premium, sans_promo, score_faible","bcp_images, bcp_variants, note_haute",0.085,0.7603,2.1631,0.0457,2.7058
"prix_premium, sans_promo, score_faible","bcp_images, bcp_variants",0.085,0.7603,1.4327,0.0257,1.958
"prix_premium, sans_promo, score_faible","bcp_images, bcp_variants, indispo, note_haute",0.085,0.7603,6.0077,0.0708,3.6444
"bcp_variants, note_moyenne, score_bon","dispo, prix_mid",0.06,0.7602,3.5626,0.0432,3.2807
"bcp_variants, en_promo, note_haute, prix_budget, score_excellent","bcp_images, dispo",0.0688,0.7602,1.4374,0.0209,1.9647
"bcp_variants, note_haute, prix_premium, score_bon","bcp_images, dispo, sans_promo",0.0614,0.76,2.551,0.0374,2.9253
prix_mid,"bcp_images, note_moyenne",0.2129,0.7595,3.1439,0.1452,3.1532
"bcp_images, bcp_variants, indispo, sans_promo","note_haute, prix_premium",0.1002,0.7587,2.3534,0.0576,2.8086
"bcp_images, bcp_variants, indispo, sans_promo",prix_premium,0.1002,0.7587,2.202,0.0547,2.7167
"bcp_variants, note_moyenne","bcp_images, dispo",0.1423,0.7586,1.4344,0.0431,1.9518
"peu_variants, score_faible",peu_images,0.1349,0.7584,2.8557,0.0876,3.0403
"bcp_variants, note_haute, prix_budget",en_promo,0.1159,0.7583,2.1239,0.0613,2.6602
"peu_images, sans_promo, score_faible","note_haute, prix_budget",0.0956,0.7582,2.1046,0.0502,2.6461
"bcp_images, prix_budget",en_promo,0.1404,0.7581,2.1233,0.0743,2.658
"note_moyenne, score_bon","bcp_images, dispo, prix_mid",0.0984,0.758,4.0124,0.0739,3.3517
"bcp_variants, prix_budget",en_promo,0.1215,0.7579,2.1228,0.0643,2.656
"note_haute, peu_images, peu_variants, score_faible","dispo, sans_promo",0.091,0.7577,1.662,0.0362,2.2455
"bcp_images, indispo, note_haute",prix_premium,0.1155,0.7576,2.1986,0.063,2.7036
"prix_premium, score_excellent","dispo, note_haute",0.0605,0.7572,1.4268,0.0181,1.933
"bcp_variants, prix_premium, score_excellent","dispo, note_haute",0.0605,0.7572,1.4268,0.0181,1.933
"prix_premium, score_excellent","bcp_variants, note_haute",0.0605,0.7572,1.9129,0.0289,2.4886
"dispo, prix_premium, score_excellent","bcp_variants, note_haute",0.0605,0.7572,1.9129,0.0289,2.4886
"prix_premium, score_excellent","bcp_variants, dispo, note_haute",0.0605,0.7572,2.9433,0.0399,3.0593
"bcp_images, note_haute, prix_budget",en_promo,0.1353,0.7571,2.1205,0.0715,2.6471
"bcp_variants, prix_premium, score_bon","dispo, note_haute, sans_promo",0.0633,0.7569,2.182,0.0343,2.6867
"en_promo, peu_variants, prix_budget","dispo, note_haute, score_bon",0.0633,0.7569,2.7041,0.0399,2.9622
"indispo, prix_premium","bcp_variants, sans_promo",0.1035,0.7568,2.1005,0.0542,2.63
"indispo, note_haute, prix_premium","bcp_variants, sans_promo",0.1035,0.7568,2.1005,0.0542,2.63
"indispo, prix_premium","bcp_variants, note_haute, sans_promo",0.1035,0.7568,2.9414,0.0683,3.0534
"note_haute, peu_images, prix_budget, sans_promo","peu_variants, score_faible",0.0933,0.7566,4.2544,0.0714,3.3772
"note_haute, peu_images, score_faible","peu_variants, prix_budget",0.0947,0.7565,3.522,0.0678,3.2242
"bcp_images, bcp_variants, dispo, en_promo, note_haute","prix_budget, score_excellent",0.0688,0.7563,7.182,0.0592,3.6719
"bcp_images, bcp_variants, dispo, prix_budget",en_promo,0.0744,0.7559,2.117,0.0392,2.6336
"bcp_images, bcp_variants, prix_premium, score_bon","dispo, note_haute, sans_promo",0.0614,0.7557,2.1785,0.0332,2.6732
"sans_promo, score_bon","bcp_images, dispo",0.2314,0.7557,1.4288,0.0695,1.9281
"bcp_images, note_moyenne, sans_promo",bcp_variants,0.097,0.7554,1.2949,0.0221,1.7033
"en_promo, peu_variants",score_bon,0.1012,0.7552,1.6582,0.0402,2.2243
"dispo, note_haute, peu_images, prix_budget, sans_promo","peu_variants, score_faible",0.0855,0.7551,4.2462,0.0653,3.3572
"dispo, note_haute, peu_images, prix_budget, sans_promo",score_faible,0.0855,0.7551,2.5306,0.0517,2.8649
"note_haute, peu_images, peu_variants, prix_budget, sans_promo","dispo, score_faible",0.0855,0.7551,7.2336,0.0736,3.6571
"bcp_images, bcp_variants, dispo, note_haute, prix_budget",score_excellent,0.0697,0.755,3.0667,0.047,3.0768
"bcp_images, bcp_variants, en_promo, prix_budget","dispo, note_haute",0.0697,0.755,1.4226,0.0207,1.9154
"bcp_images, bcp_variants, dispo, note_haute, prix_budget",en_promo,0.0697,0.755,2.1146,0.0368,2.6243
"dispo, peu_images, peu_variants, prix_budget","note_haute, sans_promo",0.1053,0.755,1.5376,0.0368,2.0773
"bcp_images, dispo, note_moyenne",bcp_variants,0.1423,0.7549,1.294,0.0323,1.6998
"bcp_variants, indispo, score_faible","bcp_images, note_haute, sans_promo",0.091,0.7548,2.2791,0.0511,2.7275
"bcp_variants, score_faible","bcp_images, note_haute",0.091,0.7548,1.5315,0.0316,2.0683
"bcp_variants, score_faible","bcp_images, indispo, note_haute, sans_promo",0.091,0.7548,6.0748,0.076,3.5714
"bcp_variants, indispo, score_faible","bcp_images, note_haute",0.091,0.7548,1.5315,0.0316,2.0683
"bcp_variants, score_faible","bcp_images, note_haute, sans_promo",0.091,0.7548,2.2791,0.0511,2.7275
"bcp_variants, score_faible","bcp_images, indispo, note_haute",0.091,0.7548,4.9519,0.0726,3.4565
"bcp_images, prix_premium, score_excellent","bcp_variants, note_haute",0.0596,0.7544,1.9058,0.0283,2.4598
"bcp_images, bcp_variants, prix_premium, score_excellent","dispo, note_haute",0.0596,0.7544,1.4214,0.0177,1.9107
"bcp_images, dispo, prix_premium, score_excellent","bcp_variants, note_haute",0.0596,0.7544,1.9058,0.0283,2.4598
"bcp_images, prix_premium, score_excellent","dispo, note_haute",0.0596,0.7544,1.4214,0.0177,1.9107
"bcp_images, prix_premium, score_excellent","bcp_variants, dispo, note_haute",0.0596,0.7544,2.9322,0.0393,3.024
"prix_premium, sans_promo, score_bon","bcp_images, dispo, note_haute",0.1021,0.7543,2.2157,0.056,2.6841
"peu_images, prix_budget","note_haute, peu_variants",0.1432,0.7543,2.2903,0.0807,2.7292
"prix_premium, score_bon","bcp_images, dispo, sans_promo",0.1048,0.7542,2.5314,0.0634,2.8558
"bcp_variants, indispo, note_haute, sans_promo","bcp_images, prix_premium, score_faible",0.085,0.7541,7.5936,0.0738,3.6628
"peu_images, peu_variants, prix_budget","note_haute, sans_promo",0.1132,0.7538,1.5353,0.0395,2.0678
"indispo, note_haute, sans_promo, score_faible",bcp_variants,0.0961,0.7536,1.2918,0.0217,1.691
"bcp_variants, indispo, note_haute",prix_premium,0.1044,0.7533,2.1863,0.0566,2.6571
"indispo, sans_promo","bcp_images, score_faible",0.1409,0.7531,4.8095,0.1116,3.4158
"bcp_variants, en_promo, prix_budget","dispo, note_haute",0.0915,0.7529,1.4186,0.027,1.8988
"peu_images, prix_budget, sans_promo","peu_variants, score_faible",0.0942,0.7528,4.2331,0.072,3.3255
"bcp_variants, dispo, en_promo, note_haute, prix_budget","bcp_images, score_excellent",0.0688,0.7525,3.4962,0.0491,3.1711
"dispo, note_haute, peu_images, sans_promo","peu_variants, prix_budget",0.1053,0.7525,3.5035,0.0753,3.1723
"bcp_variants, note_moyenne, prix_mid, score_bon","bcp_images, dispo",0.0559,0.7516,1.4211,0.0166,1.8963
"bcp_variants, dispo, note_moyenne, sans_promo",prix_mid,0.0573,0.7515,2.6804,0.0359,2.8961
"bcp_images, indispo, note_haute",score_faible,0.1145,0.7515,2.5186,0.0691,2.8236
"note_moyenne, sans_promo, score_bon",bcp_variants,0.0587,0.7515,1.2882,0.0131,1.6764
"bcp_variants, prix_premium, sans_promo, score_bon","bcp_images, dispo, note_haute",0.0614,0.7514,2.2073,0.0336,2.6533
"en_promo, note_haute, prix_budget, score_excellent","bcp_images, dispo",0.0711,0.7512,1.4204,0.0211,1.8938
"bcp_images, bcp_variants, dispo, prix_budget",score_excellent,0.0739,0.7512,3.0512,0.0497,3.0295
"bcp_variants, note_haute, score_bon","bcp_images, sans_promo",0.1085,0.7508,1.6336,0.0421,2.1686
"bcp_variants, dispo, note_haute, prix_budget",en_promo,0.0915,0.75,2.1006,0.0479,2.5718
"peu_images, peu_variants, score_faible","dispo, sans_promo",0.1012,0.75,1.6451,0.0397,2.1764
"dispo, peu_images, prix_budget, sans_promo",score_faible,0.0859,0.75,2.5135,0.0517,2.8065
"peu_images, peu_variants, prix_budget, sans_promo","dispo, score_faible",0.0859,0.75,7.1847,0.074,3.5824
"bcp_images, sans_promo, score_faible","indispo, note_haute",0.1081,0.75,3.8569,0.0801,3.2222
"indispo, note_haute, sans_promo","bcp_images, score_faible",0.1081,0.75,4.7898,0.0855,3.3737
"dispo, peu_images, prix_budget, sans_promo","peu_variants, score_faible",0.0859,0.75,4.2175,0.0655,3.2887
"bcp_variants, dispo, prix_budget",en_promo,0.097,0.75,2.1006,0.0508,2.5718
"note_haute, prix_premium, score_bon","bcp_images, dispo, sans_promo",0.1021,0.7492,2.5146,0.0615,2.7988
"dispo, peu_images","note_haute, prix_budget",0.1626,0.7489,2.0788,0.0844,2.548
"dispo, prix_mid","bcp_images, note_moyenne",0.1598,0.7489,3.1002,0.1083,3.0206
"bcp_images, en_promo, note_haute, score_excellent","bcp_variants, dispo, prix_budget",0.0688,0.7487,5.7894,0.0569,3.4653
"bcp_images, dispo, en_promo, note_haute, score_excellent","bcp_variants, prix_budget",0.0688,0.7487,4.6716,0.0541,3.3421
"bcp_images, en_promo, note_haute, score_excellent","bcp_variants, prix_budget",0.0688,0.7487,4.6716,0.0541,3.3421
"bcp_images, indispo, note_haute","prix_premium, sans_promo",0.1141,0.7485,2.4702,0.0679,2.7712
"bcp_images, bcp_variants, indispo, score_faible","prix_premium, sans_promo",0.085,0.748,2.4685,0.0506,2.7655
"bcp_images, bcp_variants, score_faible",prix_premium,0.085,0.748,2.1707,0.0458,2.6006
"bcp_images, bcp_variants, indispo, score_faible",prix_premium,0.085,0.748,2.1707,0.0458,2.6006
"bcp_images, bcp_variants, score_faible","indispo, prix_premium",0.085,0.748,5.4708,0.0695,3.4253
"bcp_images, bcp_variants, score_faible","indispo, note_haute, prix_premium, sans_promo",0.085,0.748,6.1339,0.0711,3.4839
"bcp_images, bcp_variants, score_faible","prix_premium, sans_promo",0.085,0.748,2.4685,0.0506,2.7655
"bcp_images, bcp_variants, indispo, score_faible","note_haute, prix_premium",0.085,0.748,2.32,0.0484,2.6885
"bcp_images, bcp_variants, score_faible","indispo, prix_premium, sans_promo",0.085,0.748,6.1339,0.0711,3.4839
"bcp_images, bcp_variants, score_faible","note_haute, prix_premium",0.085,0.748,2.32,0.0484,2.6885
"bcp_images, bcp_variants, score_faible","indispo, note_haute, prix_premium",0.085,0.748,5.4708,0.0695,3.4253
"bcp_images, bcp_variants, indispo, score_faible","note_haute, prix_premium, sans_promo",0.085,0.748,2.6161,0.0525,2.8333
"bcp_images, bcp_variants, score_faible","note_haute, prix_premium, sans_promo",0.085,0.748,2.6161,0.0525,2.8333
"bcp_variants, prix_budget, score_excellent","bcp_images, dispo",0.0739,0.7477,1.4137,0.0216,1.8671
"bcp_variants, note_haute, prix_budget, score_excellent","bcp_images, dispo",0.0697,0.7475,1.4134,0.0204,1.8661
"prix_premium, score_bon","bcp_images, dispo, note_haute",0.1039,0.7475,2.1959,0.0566,2.6123
"peu_images, sans_promo, score_faible","peu_variants, prix_budget",0.0942,0.7473,3.4791,0.0671,3.1067
"dispo, note_haute, prix_budget, sans_promo",peu_images,0.1132,0.747,2.8124,0.0729,2.9023
"bcp_images, bcp_variants, note_moyenne, score_bon","dispo, prix_mid",0.0559,0.7469,3.5001,0.0399,3.108
"bcp_variants, indispo, note_haute","prix_premium, sans_promo",0.1035,0.7467,2.4642,0.0615,2.7513
"dispo, peu_images, peu_variants","note_haute, prix_budget",0.133,0.7461,2.0709,0.0688,2.5197
"bcp_images, indispo",score_faible,0.1533,0.7461,2.5004,0.092,2.763
"peu_images, peu_variants, prix_budget, sans_promo","dispo, note_haute, score_faible",0.0855,0.746,8.1981,0.075,3.5783
"dispo, peu_images, prix_budget, sans_promo","note_haute, peu_variants, score_faible",0.0855,0.746,5.193,0.069,3.371
"dispo, peu_images, prix_budget, sans_promo","note_haute, score_faible",0.0855,0.746,3.1118,0.058,2.9928
"bcp_variants, prix_premium, score_bon","bcp_images, dispo, note_haute",0.0624,0.7459,2.191,0.0339,2.5953
"bcp_images, dispo, note_haute, prix_premium",bcp_variants,0.1219,0.7458,1.2784,0.0266,1.6387
"indispo, sans_promo",bcp_variants,0.1395,0.7457,1.2782,0.0304,1.6382
"bcp_variants, prix_premium, score_excellent","bcp_images, note_haute",0.0596,0.7457,1.513,0.0202,1.9941
"bcp_variants, dispo, prix_premium, score_excellent","bcp_images, note_haute",0.0596,0.7457,1.513,0.0202,1.9941
"bcp_variants, prix_premium, score_excellent","bcp_images, dispo, note_haute",0.0596,0.7457,2.1905,0.0324,2.5934
"prix_premium, score_excellent","bcp_images, note_haute",0.0596,0.7457,1.513,0.0202,1.9941
"prix_premium, score_excellent","bcp_images, bcp_variants, note_haute",0.0596,0.7457,2.1214,0.0315,2.5498
"dispo, prix_premium, score_excellent","bcp_images, bcp_variants, note_haute",0.0596,0.7457,2.1214,0.0315,2.5498
"prix_premium, score_excellent","bcp_images, dispo, note_haute",0.0596,0.7457,2.1905,0.0324,2.5934
"bcp_images, dispo, prix_premium, sans_promo",bcp_variants,0.1192,0.7457,1.2782,0.0259,1.6381
"prix_premium, score_excellent","bcp_images, bcp_variants, dispo, note_haute",0.0596,0.7457,3.3149,0.0416,3.0474
"dispo, prix_premium, score_excellent","bcp_images, note_haute",0.0596,0.7457,1.513,0.0202,1.9941
"note_haute, peu_images, score_faible","peu_variants, prix_budget, sans_promo",0.0933,0.7454,5.6823,0.0769,3.4123
"peu_images, prix_budget, sans_promo","note_haute, peu_variants, score_faible",0.0933,0.7454,5.189,0.0753,3.3633
"note_moyenne, prix_mid, sans_promo, score_bon",bcp_variants,0.0554,0.7453,1.2776,0.012,1.636
prix_premium,"bcp_images, note_haute, sans_promo",0.2568,0.7453,2.2505,0.1427,2.626
"bcp_variants, en_promo, prix_budget","note_haute, score_excellent",0.0905,0.7452,4.6632,0.0711,3.298
"bcp_variants, en_promo, prix_budget","dispo, note_haute, score_excellent",0.0905,0.7452,4.6632,0.0711,3.298
"bcp_images, bcp_variants, dispo, note_haute, prix_budget","en_promo, score_excellent",0.0688,0.745,4.1463,0.0522,3.217
"bcp_images, bcp_variants, en_promo, prix_budget","dispo, note_haute, score_excellent",0.0688,0.745,4.6616,0.0541,3.2948
"bcp_images, bcp_variants, en_promo, prix_budget","note_haute, score_excellent",0.0688,0.745,4.6616,0.0541,3.2948
"bcp_images, indispo, prix_premium, sans_promo","bcp_variants, note_haute, score_faible",0.085,0.7449,7.7538,0.074,3.544
"bcp_images, indispo, prix_premium, sans_promo","bcp_variants, score_faible",0.085,0.7449,6.1793,0.0712,3.448
"bcp_images, indispo, note_haute, prix_premium, sans_promo","bcp_variants, score_faible",0.085,0.7449,6.1793,0.0712,3.448
"bcp_variants, indispo","bcp_images, sans_promo",0.1321,0.7448,1.6206,0.0506,2.1175
"bcp_images, peu_variants, prix_mid",note_moyenne,0.0619,0.7444,2.7088,0.039,2.8376
"prix_premium, sans_promo",bcp_variants,0.2254,0.7439,1.2752,0.0486,1.6268
"bcp_images, bcp_variants, dispo, note_moyenne, sans_promo",prix_mid,0.0536,0.7436,2.6522,0.0334,2.8066
"indispo, note_haute, sans_promo","bcp_images, bcp_variants",0.1072,0.7436,1.4011,0.0307,1.8302
"note_haute, peu_variants, sans_promo, score_faible","dispo, peu_images",0.091,0.7434,3.4244,0.0644,3.051
"dispo, note_moyenne, score_excellent",en_promo,0.0642,0.7433,2.0819,0.0334,2.5048
"note_moyenne, score_excellent",en_promo,0.0642,0.7433,2.0819,0.0334,2.5048
"note_moyenne, score_excellent","dispo, en_promo",0.0642,0.7433,2.5625,0.0391,2.7658
"bcp_variants, dispo, en_promo, prix_budget","bcp_images, score_excellent",0.0721,0.7429,3.4513,0.0512,3.0518
"peu_images, score_faible","note_haute, peu_variants, sans_promo",0.1053,0.7427,3.1776,0.0722,2.9778
"dispo, prix_budget, sans_promo",peu_images,0.1145,0.7425,2.7957,0.0736,2.8522
"bcp_images, dispo, prix_budget",en_promo,0.1145,0.7425,2.0796,0.0595,2.4971
"dispo, note_moyenne","bcp_images, prix_mid",0.1598,0.7425,2.9935,0.1064,2.9201
"bcp_variants, dispo, note_haute, prix_budget","en_promo, score_excellent",0.0905,0.7424,4.132,0.0686,3.1848
"bcp_variants, sans_promo, score_faible","indispo, note_haute, prix_premium",0.0878,0.7422,5.4285,0.0716,3.3485
"bcp_variants, indispo, sans_promo, score_faible",prix_premium,0.0878,0.7422,2.1539,0.047,2.5423
"bcp_variants, sans_promo, score_faible","indispo, prix_premium",0.0878,0.7422,5.4285,0.0716,3.3485
"bcp_variants, indispo, sans_promo, score_faible","note_haute, prix_premium",0.0878,0.7422,2.3021,0.0496,2.6283
"bcp_variants, sans_promo, score_faible","note_haute, prix_premium",0.0878,0.7422,2.3021,0.0496,2.6283
"bcp_variants, sans_promo, score_faible",prix_premium,0.0878,0.7422,2.1539,0.047,2.5423
"bcp_images, indispo, note_haute, score_faible","bcp_variants, prix_premium",0.085,0.7419,2.9527,0.0562,2.9013
"bcp_images, note_haute, score_faible","bcp_variants, prix_premium",0.085,0.7419,2.9527,0.0562,2.9013
"bcp_images, note_haute, score_faible","bcp_variants, indispo, prix_premium",0.085,0.7419,7.1075,0.073,3.4705
"bcp_images, indispo, note_haute, score_faible","bcp_variants, prix_premium, sans_promo",0.085,0.7419,3.2916,0.0592,3.0016
"bcp_images, note_haute, score_faible","bcp_variants, indispo, prix_premium, sans_promo",0.085,0.7419,7.1709,0.0731,3.4741
"bcp_images, note_haute, score_faible","bcp_variants, prix_premium, sans_promo",0.085,0.7419,3.2916,0.0592,3.0016
"dispo, peu_images, peu_variants, sans_promo",prix_budget,0.1062,0.7419,1.9782,0.0525,2.4217
"bcp_images, note_moyenne",bcp_variants,0.1792,0.7419,1.2717,0.0383,1.614
"peu_images, peu_variants","dispo, note_haute",0.158,0.7419,1.3979,0.045,1.818
"bcp_variants, indispo, sans_promo",prix_premium,0.1035,0.7417,2.1526,0.0554,2.5377
"bcp_variants, indispo, sans_promo","note_haute, prix_premium",0.1035,0.7417,2.3006,0.0585,2.6235
"bcp_images, indispo, score_faible",bcp_variants,0.1136,0.741,1.2701,0.0242,1.6084
"bcp_images, prix_premium","bcp_variants, note_haute",0.2231,0.7408,1.8714,0.1039,2.3308
"bcp_images, dispo, note_haute, prix_budget",en_promo,0.1095,0.7406,2.0743,0.0567,2.4789
"dispo, prix_budget, score_bon","note_haute, peu_variants",0.0988,0.7405,2.2485,0.0549,2.5843
"peu_images, sans_promo, score_faible","note_haute, peu_variants, prix_budget",0.0933,0.7399,3.5678,0.0672,3.0476
"indispo, prix_premium","bcp_images, bcp_variants, note_haute",0.1012,0.7399,2.1049,0.0531,2.4929
"indispo, note_haute, prix_premium","bcp_images, bcp_variants",0.1012,0.7399,1.3941,0.0286,1.804
"indispo, prix_premium","bcp_images, bcp_variants",0.1012,0.7399,1.3941,0.0286,1.804
"note_haute, prix_budget, sans_promo",peu_images,0.1233,0.7396,2.7848,0.079,2.8205
"dispo, prix_mid, sans_promo",note_moyenne,0.0891,0.7395,2.6907,0.056,2.7834
"note_haute, prix_budget, score_excellent","bcp_images, dispo",0.0721,0.7393,1.398,0.0205,1.8074
"peu_images, peu_variants, sans_promo",score_faible,0.1192,0.7393,2.4775,0.0711,2.6908
"bcp_images, dispo, note_moyenne, prix_mid, sans_promo",bcp_variants,0.0536,0.7389,1.2665,0.0113,1.5954
"bcp_images, prix_premium, sans_promo","bcp_variants, note_haute",0.2023,0.7386,1.8659,0.0939,2.3114
"bcp_variants, dispo, note_haute, prix_budget, score_excellent","bcp_images, en_promo",0.0688,0.7376,2.684,0.0432,2.7639
"bcp_variants, note_haute, prix_budget, score_excellent","bcp_images, dispo, en_promo",0.0688,0.7376,3.1939,0.0473,2.9311
"bcp_variants, note_haute, prix_budget, score_excellent","bcp_images, en_promo",0.0688,0.7376,2.684,0.0432,2.7639
"indispo, note_haute, sans_promo","prix_premium, score_faible",0.1062,0.7372,5.8676,0.0881,3.3269
"bcp_images, dispo, prix_mid, sans_promo",note_moyenne,0.0725,0.7371,2.682,0.0455,2.7582
"bcp_images, bcp_variants, dispo, en_promo, note_moyenne","prix_mid, score_excellent",0.0517,0.7368,12.0853,0.0475,3.5683
"prix_budget, sans_promo",peu_images,0.1252,0.7364,2.7728,0.08,2.7862
"bcp_variants, note_moyenne, score_excellent","dispo, en_promo",0.0619,0.7363,2.5382,0.0375,2.6918
"bcp_variants, dispo, note_moyenne, score_excellent",en_promo,0.0619,0.7363,2.0621,0.0319,2.4379
"bcp_variants, note_moyenne, score_excellent",en_promo,0.0619,0.7363,2.0621,0.0319,2.4379
"peu_variants, prix_mid",note_moyenne,0.0799,0.7362,2.6787,0.0501,2.7486
"bcp_images, indispo, prix_premium","bcp_variants, note_haute, sans_promo, score_faible",0.085,0.736,7.6608,0.0739,3.424
"bcp_images, indispo, prix_premium","bcp_variants, note_haute, score_faible",0.085,0.736,7.6608,0.0739,3.424
"bcp_images, indispo, prix_premium","bcp_variants, sans_promo, score_faible",0.085,0.736,6.2244,0.0713,3.34
"bcp_images, indispo, note_haute, prix_premium","bcp_variants, sans_promo, score_faible",0.085,0.736,6.2244,0.0713,3.34
"bcp_images, indispo, note_haute, prix_premium","bcp_variants, score_faible",0.085,0.736,6.1051,0.0711,3.3312
"bcp_images, indispo, prix_premium","bcp_variants, score_faible",0.085,0.736,6.1051,0.0711,3.3312
"bcp_images, bcp_variants, en_promo, note_moyenne","dispo, prix_mid",0.0605,0.736,3.4488,0.043,2.9791
"dispo, note_moyenne, sans_promo, score_bon",bcp_variants,0.054,0.7358,1.2614,0.0112,1.5772
"bcp_images, sans_promo",bcp_variants,0.3381,0.7357,1.2611,0.07,1.5762
"dispo, prix_mid, sans_promo","bcp_images, score_bon",0.0887,0.7356,2.0288,0.045,2.4111
"note_haute, peu_images, peu_variants, prix_budget","dispo, sans_promo",0.1053,0.7355,1.6133,0.04,2.057
"dispo, peu_images, peu_variants, sans_promo","note_haute, prix_budget",0.1053,0.7355,2.0414,0.0537,2.4185
"en_promo, prix_budget, score_excellent","bcp_images, dispo",0.0744,0.7352,1.3901,0.0209,1.7789
"bcp_variants, prix_premium, score_bon","bcp_images, dispo, note_haute, sans_promo",0.0614,0.7348,3.551,0.0441,2.9905
"peu_images, prix_budget","dispo, peu_variants",0.1395,0.7348,2.1615,0.075,2.4888
"bcp_images, dispo, note_moyenne, score_excellent",en_promo,0.06,0.7345,2.0571,0.0309,2.4213
"bcp_images, note_moyenne, score_excellent","bcp_variants, en_promo",0.06,0.7345,3.2922,0.0418,2.9258
"bcp_images, dispo, note_moyenne, score_excellent","bcp_variants, en_promo",0.06,0.7345,3.2922,0.0418,2.9258
"bcp_images, bcp_variants, dispo, note_moyenne, score_excellent",en_promo,0.06,0.7345,2.0571,0.0309,2.4213
"bcp_images, note_moyenne, score_excellent","dispo, en_promo",0.06,0.7345,2.532,0.0363,2.6736
"bcp_images, note_moyenne, score_excellent","bcp_variants, dispo, en_promo",0.06,0.7345,3.9654,0.0449,3.0684
"bcp_images, note_moyenne, score_excellent",en_promo,0.06,0.7345,2.0571,0.0309,2.4213
"bcp_images, bcp_variants, note_moyenne, score_excellent",en_promo,0.06,0.7345,2.0571,0.0309,2.4213
"bcp_images, bcp_variants, note_moyenne, score_excellent","dispo, en_promo",0.06,0.7345,2.532,0.0363,2.6736
"prix_premium, score_bon","bcp_images, dispo, note_haute, sans_promo",0.1021,0.7342,3.5482,0.0733,2.9839
"dispo, prix_budget, sans_promo","note_haute, peu_images",0.1132,0.7335,3.1573,0.0773,2.8809
"bcp_variants, dispo, prix_mid, score_bon","note_moyenne, sans_promo",0.0508,0.7333,4.8257,0.0403,3.1801
"note_haute, peu_variants, score_faible","peu_images, sans_promo",0.1053,0.7331,3.998,0.079,3.0599
"note_haute, peu_images, peu_variants, sans_promo","dispo, prix_budget",0.1053,0.7331,2.2578,0.0587,2.5303
"note_haute, peu_images, peu_variants, sans_promo",score_faible,0.1053,0.7331,2.457,0.0624,2.6289
"indispo, prix_premium","bcp_images, bcp_variants, sans_promo",0.1002,0.7331,2.1683,0.054,2.48
"indispo, note_haute, prix_premium","bcp_images, bcp_variants, sans_promo",0.1002,0.7331,2.1683,0.054,2.48
"indispo, prix_premium","bcp_images, bcp_variants, note_haute, sans_promo",0.1002,0.7331,3.0406,0.0673,2.8434
"note_haute, peu_images, prix_budget","dispo, peu_variants",0.133,0.7328,2.1557,0.0713,2.4705
"bcp_images, bcp_variants, dispo, prix_budget","en_promo, score_excellent",0.0721,0.7324,4.0762,0.0544,3.0654
"bcp_images, indispo, note_haute, sans_promo","bcp_variants, score_faible",0.091,0.7323,6.0748,0.076,3.2857
"bcp_variants, en_promo, note_moyenne","dispo, prix_mid",0.0619,0.7322,3.4314,0.0439,2.9377
"bcp_variants, en_promo, note_moyenne",score_excellent,0.0619,0.7322,2.9743,0.0411,2.8153
"bcp_variants, en_promo, note_moyenne","dispo, score_excellent",0.0619,0.7322,2.9743,0.0411,2.8153
score_faible,"note_haute, sans_promo",0.2185,0.7322,1.4913,0.072,1.9007
"bcp_variants, dispo, prix_budget","en_promo, score_excellent",0.0947,0.7321,4.0748,0.0715,3.0625
"bcp_images, note_moyenne, sans_promo, score_bon","bcp_variants, prix_mid",0.0517,0.732,4.2603,0.0396,3.0905
